x,y,z,r,g,b
0.230000,0.225564,0.349020,87,90,86
0.230000,0.233083,0.317647,86,79,76
0.230000,0.917293,0.376471,104,98,65
0.230000,0.924812,0.878431,250,220,177
0.230000,0.932331,0.807843,236,199,164
0.230000,0.962406,0.549020,163,137,98
0.230000,0.969925,0.486275,140,122,96
0.230000,0.977444,0.301961,89,78,42
0.237500,0.210526,0.719608,164,191,197
0.237500,0.218045,0.737255,172,194,196
0.237500,0.225564,0.496078,120,129,127
0.237500,0.233083,0.335294,86,86,82
0.237500,0.917293,0.382353,107,98,69
0.237500,0.924812,0.852941,246,213,168
0.237500,0.932331,0.745098,217,185,144
0.237500,0.962406,0.725490,207,181,143
0.237500,0.969925,0.800000,222,201,172
0.237500,0.977444,0.758824,213,191,151
0.237500,0.984962,0.745098,211,187,144
0.237500,0.992481,0.652942,189,160,137
0.240000,0.240602,0.325490,85,83,80
0.245000,0.218045,0.717647,164,190,198
0.245000,0.225564,0.690196,163,181,184
0.245000,0.233083,0.403922,98,106,102
0.245000,0.240602,0.309804,81,79,76
0.245000,0.917293,0.352941,103,89,62
0.245000,0.924812,0.792157,236,195,149
0.245000,0.932331,0.501961,151,125,80
0.245000,0.977444,0.309804,100,77,35
0.245000,0.984962,0.376471,116,94,55
0.245000,0.992481,0.317647,98,76,62
0.250000,0.218045,0.709804,161,188,199
0.250000,0.977444,0.352941,105,90,50
0.252500,0.225564,0.721568,167,190,194
0.252500,0.233083,0.619608,147,163,162
0.252500,0.240602,0.339216,84,87,86
0.252500,0.759398,0.441176,131,109,79
0.252500,0.766917,0.600000,181,148,106
0.252500,0.774436,0.578431,175,142,100
0.252500,0.781955,0.623529,187,154,112
0.252500,0.789474,0.635294,190,157,115
0.252500,0.796992,0.621569,186,153,111
0.252500,0.804511,0.639215,191,157,118
0.252500,0.812030,0.615687,185,151,110
0.252500,0.819549,0.611764,183,151,111
0.252500,0.827068,0.588235,174,145,113
0.252500,0.917293,0.347059,99,88,59
0.252500,0.924812,0.835294,241,208,160
0.252500,0.932331,0.509804,148,130,84
0.255000,0.248120,0.309804,78,79,82
0.255000,0.744361,0.380392,115,93,74
0.255000,0.751880,0.364706,117,88,57
0.255000,0.834586,0.364706,115,87,62
0.260000,0.225564,0.733333,169,194,199
0.260000,0.233083,0.721569,170,190,192
0.260000,0.240602,0.443137,106,115,117
0.260000,0.248120,0.309804,78,79,81
0.260000,0.759398,0.435294,140,104,68
0.260000,0.766917,0.600000,187,147,97
0.260000,0.819549,0.611765,191,149,100
0.260000,0.827068,0.584314,177,143,108
0.260000,0.834586,0.368627,116,87,68
0.260000,0.917293,0.337255,99,84,63
0.260000,0.924812,0.843137,242,211,167
0.260000,0.932331,0.513725,147,130,92
0.265000,0.233083,0.717647,168,189,191
0.265000,0.240602,0.494118,120,128,131
0.265000,0.751880,0.349020,113,82,60
0.265000,0.759398,0.486275,152,117,84
0.265000,0.766917,0.647059,197,158,113
0.265000,0.819549,0.670588,206,163,119
0.265000,0.827068,0.396078,129,94,65
0.265000,0.917293,0.313725,96,75,63
0.265000,0.924812,0.858824,246,214,178
0.265000,0.932331,0.615686,174,155,124
0.270000,0.924812,0.545098,162,134,104
0.270000,0.932331,0.454902,130,114,87
0.272500,0.225564,0.715687,164,189,194
0.272500,0.233083,0.698039,163,184,185
0.272500,0.240602,0.415686,99,108,110
0.272500,0.751880,0.415686,130,100,73
0.272500,0.759398,0.476471,151,115,78
0.272500,0.766917,0.647058,200,157,111
0.272500,0.774436,0.652942,202,159,113
0.272500,0.781955,0.707844,215,173,127
0.272500,0.789474,0.652941,202,159,113
0.272500,0.796992,0.672549,207,164,118
0.272500,0.804511,0.707843,216,172,126
0.272500,0.812030,0.660784,206,160,110
0.272500,0.819549,0.652941,202,158,113
0.272500,0.827068,0.376471,124,89,57
0.275000,0.834586,0.341176,109,80,62
0.275000,0.842105,0.345098,94,88,73
0.280000,0.218045,0.690196,156,184,186
0.280000,0.225564,0.721569,171,189,192
0.280000,0.233083,0.372549,90,97,101
0.280000,0.751880,0.400000,117,100,74
0.280000,0.759398,0.474510,138,120,85
0.280000,0.766917,0.482353,145,120,81
0.280000,0.774436,0.600000,180,148,110
0.280000,0.781955,0.549020,174,132,96
0.280000,0.789474,0.564706,183,134,97
0.280000,0.796992,0.615686,200,145,109
0.280000,0.804511,0.588235,182,141,113
0.280000,0.812030,0.537255,172,127,95
0.280000,0.819549,0.596078,187,143,109
0.280000,0.827068,0.501961,159,120,87
0.280000,0.917293,0.337255,95,87,56
0.280000,0.924812,0.760784,213,192,151
0.280000,0.932331,0.756863,223,187,147
0.280000,0.939850,0.525490,156,131,94
0.285000,0.233083,0.313725,75,81,85
0.285000,0.939850,0.486275,144,121,83
0.287500,0.210526,0.719608,164,190,196
0.287500,0.218045,0.717647,167,190,193
0.287500,0.225564,0.525490,125,137,143
0.287500,0.759398,0.445098,134,110,75
0.287500,0.766917,0.560784,172,136,98
0.287500,0.774436,0.635294,192,155,115
0.287500,0.781955,0.613726,188,149,108
0.287500,0.789474,0.609804,189,148,105
0.287500,0.796992,0.619608,191,150,107
0.287500,0.804511,0.609803,187,149,107
0.287500,0.812030,0.613725,191,148,105
0.287500,0.819549,0.613725,191,149,105
0.287500,0.827068,0.523529,164,127,87
0.287500,0.834586,0.411765,132,99,65
0.287500,0.909774,0.437255,128,108,85
0.287500,0.932331,0.439216,141,105,71
0.290000,0.751880,0.329412,103,81,53
0.295000,0.203008,0.717647,163,190,197
0.295000,0.210526,0.717647,165,190,197
0.295000,0.218045,0.521569,122,137,143
0.295000,0.225564,0.305882,72,79,86
0.295000,0.751880,0.349020,112,84,57
0.295000,0.759398,0.466667,146,113,77
0.295000,0.766917,0.686275,209,167,124
0.295000,0.774436,0.705882,213,174,128
0.295000,0.781955,0.717647,214,177,129
0.295000,0.789474,0.670588,201,167,115
0.295000,0.796992,0.658824,196,164,111
0.295000,0.804511,0.694118,208,172,121
0.295000,0.812030,0.686275,210,168,118
0.295000,0.819549,0.682353,208,167,119
0.295000,0.827068,0.498039,158,120,80
0.295000,0.834586,0.400000,128,96,63
0.295000,0.857143,0.466667,142,115,82
0.295000,0.864662,0.470588,145,115,82
0.295000,0.872180,0.415686,127,102,75
0.295000,0.879699,0.501961,151,123,95
0.295000,0.887218,0.360784,116,87,56
0.295000,0.894737,0.564706,164,141,110
0.295000,0.932331,0.505882,160,121,85
0.295000,0.939850,0.447059,137,111,67
0.300000,0.203008,0.717647,163,190,197
0.300000,0.210526,0.682353,156,180,188
0.300000,0.218045,0.380392,89,99,107
0.300000,0.751880,0.392157,126,94,67
0.300000,0.759398,0.443137,142,106,70
0.300000,0.766917,0.760784,225,189,141
0.300000,0.774436,0.788235,231,196,145
0.300000,0.781955,0.819608,241,204,152
0.300000,0.789474,0.768627,228,191,137
0.300000,0.796992,0.772549,229,192,137
0.300000,0.804511,0.764706,227,190,140
0.300000,0.812030,0.749020,225,184,134
0.300000,0.819549,0.756863,228,185,142
0.300000,0.827068,0.431373,141,103,68
0.300000,0.834586,0.329412,111,77,51
0.300000,0.849624,0.356863,110,88,54
0.300000,0.857143,0.627451,197,152,104
0.300000,0.864662,0.584314,189,140,90
0.300000,0.872180,0.541176,169,131,90
0.300000,0.879699,0.564706,177,136,95
0.300000,0.887218,0.349020,122,82,38
0.300000,0.894737,0.501961,151,125,84
0.300000,0.932331,0.600000,190,145,101
0.300000,0.939850,0.509804,159,125,78
0.305000,0.218045,0.309804,74,80,87
0.305000,0.766917,0.635294,186,159,113
0.305000,0.774436,0.666667,198,166,119
0.305000,0.781955,0.698039,209,173,122
0.305000,0.789474,0.650980,199,160,106
0.305000,0.804511,0.674510,204,166,116
0.305000,0.812030,0.650980,199,159,113
0.305000,0.827068,0.415686,136,98,66
0.305000,0.849624,0.396078,120,99,64
0.307500,0.203008,0.713725,168,187,193
0.307500,0.210526,0.509804,121,132,140
0.307500,0.759398,0.474510,143,118,73
0.307500,0.796992,0.527451,170,126,84
0.307500,0.819549,0.482353,155,115,83
0.307500,0.834586,0.356862,119,83,57
0.307500,0.857143,0.633334,195,156,102
0.307500,0.864662,0.596079,190,144,89
0.307500,0.879699,0.603922,184,149,97
0.307500,0.887218,0.441176,145,103,76
0.307500,0.894737,0.562745,173,138,91
0.307500,0.932331,0.664706,207,161,112
0.307500,0.939850,0.458824,157,108,59
0.310000,0.909774,0.415686,114,109,72
0.310000,0.924812,0.321569,99,81,43
0.315000,0.195489,0.725490,166,193,197
0.315000,0.203008,0.627451,148,164,171
0.315000,0.736842,0.317647,95,78,64
0.315000,0.751880,0.345098,110,82,58
0.315000,0.759398,0.447059,138,108,82
0.315000,0.766917,0.439216,139,104,83
0.315000,0.774436,0.482353,152,114,92
0.315000,0.781955,0.494118,158,117,92
0.315000,0.789474,0.482353,157,113,86
0.315000,0.796992,0.529412,170,125,97
0.315000,0.804511,0.482353,158,112,86
0.315000,0.812030,0.521569,167,123,94
0.315000,0.819549,0.505882,162,121,88
0.315000,0.827068,0.450980,146,107,73
0.315000,0.834586,0.392157,130,93,61
0.315000,0.857143,0.572549,172,142,97
0.315000,0.864662,0.501961,154,124,80
0.315000,0.879699,0.584314,175,146,95
0.315000,0.887218,0.305882,100,71,60
0.315000,0.894737,0.360784,102,92,67
0.315000,0.924812,0.309804,102,76,38
0.315000,0.932331,0.654902,206,162,93
0.315000,0.939850,0.619608,198,153,78
0.320000,0.195489,0.709804,162,189,193
0.320000,0.203008,0.600000,140,157,164
0.320000,0.736842,0.549020,159,136,114
0.320000,0.744361,0.411765,131,98,71
0.320000,0.751880,0.356863,118,83,59
0.320000,0.759398,0.415686,134,99,70
0.320000,0.766917,0.678431,204,170,107
0.320000,0.774436,0.741176,221,186,123
0.320000,0.781955,0.752941,224,189,124
0.320000,0.789474,0.760784,228,190,125
0.320000,0.796992,0.752941,226,189,122
0.320000,0.804511,0.729412,222,178,130
0.320000,0.812030,0.701961,214,174,116
0.320000,0.819549,0.721569,219,180,116
0.320000,0.827068,0.725490,217,182,118
0.320000,0.834586,0.517647,164,128,71
0.320000,0.849624,0.427451,137,104,62
0.320000,0.857143,0.635294,196,156,104
0.320000,0.864662,0.533333,170,130,81
0.320000,0.872180,0.505882,158,123,85
0.320000,0.879699,0.537255,162,135,86
0.320000,0.909774,0.513725,148,131,85
0.320000,0.917293,0.325490,105,75,63
0.320000,0.924812,0.364706,114,87,68
0.320000,0.932331,0.501961,158,123,79
0.320000,0.939850,0.494118,156,121,73
0.325000,0.195489,0.709804,162,189,193
0.325000,0.751880,0.611765,187,148,112
0.325000,0.842105,0.321569,104,77,51
0.325000,0.909774,0.317647,90,83,44
0.327500,0.203008,0.682353,160,178,184
0.327500,0.210526,0.380392,89,99,107
0.327500,0.218045,0.305883,75,78,85
0.327500,0.398496,0.421569,117,106,90
0.327500,0.406015,0.415686,118,104,85
0.327500,0.736842,0.566666,169,140,105
0.327500,0.744361,0.500000,160,121,75
0.327500,0.759398,0.600000,182,146,111
0.327500,0.766917,0.594118,185,144,99
0.327500,0.774436,0.684314,208,167,122
0.327500,0.781955,0.672549,205,165,119
0.327500,0.789474,0.676471,205,166,121
0.327500,0.796992,0.584314,181,142,98
0.327500,0.804511,0.680392,212,164,119
0.327500,0.819549,0.676471,208,166,110
0.327500,0.827068,0.639215,196,156,109
0.327500,0.834586,0.429412,141,101,68
0.327500,0.849624,0.368627,113,91,60
0.327500,0.857143,0.554901,166,137,96
0.327500,0.864662,0.488235,153,118,78
0.327500,0.872180,0.558824,170,136,99
0.327500,0.879699,0.378431,111,96,60
0.330000,0.225564,0.305882,76,78,84
0.330000,0.812030,0.611765,194,148,95
0.330000,0.924812,0.325490,90,84,58
0.335000,0.203008,0.698039,158,185,192
0.335000,0.210526,0.635294,145,168,175
0.335000,0.218045,0.345098,81,90,93
0.335000,0.225564,0.301961,75,77,78
0.335000,0.390977,0.317647,86,79,81
0.335000,0.398496,0.517647,151,128,105
0.335000,0.406015,0.545098,168,135,82
0.335000,0.413534,0.752941,223,187,140
0.335000,0.421053,0.800000,234,199,149
0.335000,0.428571,0.694118,201,171,141
0.335000,0.436090,0.329412,98,81,62
0.335000,0.609023,0.313725,85,80,64
0.335000,0.624060,0.592157,175,148,106
0.335000,0.631579,0.678431,196,170,126
0.335000,0.639098,0.325490,99,79,60
0.335000,0.684211,0.305882,94,73,58
0.335000,0.699248,0.321569,104,77,52
0.335000,0.706767,0.462745,156,106,79
0.335000,0.714286,0.592157,185,142,104
0.335000,0.721805,0.415686,144,97,55
0.335000,0.729323,0.439216,160,99,56
0.335000,0.736842,0.607843,205,142,95
0.335000,0.744361,0.501961,178,115,64
0.335000,0.751880,0.623529,208,146,94
0.335000,0.759398,0.494118,172,115,63
0.335000,0.766917,0.474510,160,112,62
0.335000,0.774436,0.568627,185,136,87
0.335000,0.781955,0.533333,176,127,78
0.335000,0.789474,0.533333,176,127,78
0.335000,0.796992,0.439216,152,103,54
0.335000,0.804511,0.537255,179,127,79
0.335000,0.812030,0.474510,160,112,65
0.335000,0.819549,0.447059,149,106,64
0.335000,0.827068,0.423529,137,101,66
0.340000,0.203008,0.713725,162,189,196
0.340000,0.428571,0.341176,93,87,75
0.340000,0.624060,0.372549,105,93,76
0.340000,0.631579,0.427451,119,109,87
0.340000,0.714286,0.317647,113,73,39
0.340000,0.729323,0.301961,110,68,37
0.340000,0.736842,0.392157,136,90,54
0.340000,0.744361,0.321569,124,72,27
0.340000,0.774436,0.419608,141,100,55
0.340000,0.781955,0.439216,146,105,61
0.340000,0.789474,0.403922,137,96,52
0.340000,0.796992,0.403922,137,96,52
0.340000,0.804511,0.450980,160,103,62
0.340000,0.812030,0.423529,149,97,58
0.340000,0.819549,0.400000,138,93,54
0.340000,0.827068,0.443137,145,106,64
0.342500,0.210526,0.709804,162,187,194
0.342500,0.218045,0.588235,139,153,160
0.342500,0.225564,0.345098,83,90,91
0.342500,0.398496,0.454901,135,111,91
0.342500,0.406015,0.633334,190,157,108
0.342500,0.413534,0.441176,128,109,82
0.342500,0.421053,0.443138,125,113,81
0.342500,0.751880,0.482353,155,115,79
0.342500,0.759398,0.460784,154,108,70
0.342500,0.766917,0.396078,131,93,61
0.342500,0.834586,0.403921,134,96,51
0.345000,0.233083,0.301961,76,78,77
0.345000,0.842105,0.419608,135,100,68
0.345000,0.849624,0.372549,116,92,55
0.345000,0.857143,0.341176,111,82,46
0.345000,0.864662,0.400000,132,93,66
0.345000,0.872180,0.317647,101,76,54
0.350000,0.210526,0.709804,161,188,195
0.350000,0.218045,0.741176,173,195,202
0.350000,0.225564,0.533333,127,140,142
0.350000,0.233083,0.313725,78,82,79
0.350000,0.398496,0.352941,102,86,78
0.350000,0.406015,0.443137,135,109,74
0.350000,0.413534,0.505882,153,123,98
0.350000,0.421053,0.639216,178,162,128
0.350000,0.751880,0.384314,126,91,61
0.350000,0.759398,0.384314,137,88,50
0.350000,0.819549,0.341176,113,80,55
0.350000,0.834586,0.513725,165,122,84
0.350000,0.842105,0.384314,123,91,67
0.350000,0.849624,0.345098,108,85,54
0.350000,0.864662,0.380392,131,87,61
0.350000,0.872180,0.321569,106,75,51
0.350000,0.879699,0.458824,142,113,73
0.350000,0.887218,0.733333,213,183,138
0.350000,0.894737,0.694118,198,175,129
0.350000,0.902256,0.356863,107,91,45
0.355000,0.218045,0.705882,162,186,195
0.355000,0.225564,0.643137,153,168,169
0.355000,0.233083,0.337255,82,88,85
0.355000,0.390977,0.313725,78,79,91
0.355000,0.413534,0.329412,103,79,61
0.355000,0.421053,0.439216,119,113,85
0.355000,0.706767,0.384314,114,93,79
0.355000,0.714286,0.364706,108,90,66
0.355000,0.751880,0.392157,113,97,81
0.355000,0.759398,0.368627,116,89,66
0.355000,0.819549,0.376471,116,90,73
0.355000,0.827068,0.333333,109,78,57
0.355000,0.834586,0.564706,176,135,107
0.355000,0.842105,0.356863,110,86,71
0.355000,0.864662,0.415686,140,95,71
0.355000,0.872180,0.337255,115,78,52
0.355000,0.879699,0.466667,148,114,67
0.355000,0.887218,0.709804,211,177,122
0.355000,0.894737,0.537255,162,136,79
0.360000,0.218045,0.729412,172,191,199
0.360000,0.398496,0.356863,101,89,73
0.360000,0.436090,0.317647,82,82,74
0.360000,0.676692,0.349020,98,87,72
0.360000,0.684211,0.333333,91,85,68
0.360000,0.691729,0.352941,98,90,72
0.360000,0.699248,0.415686,118,104,86
0.360000,0.706767,0.521569,148,130,107
0.360000,0.714286,0.564706,163,139,117
0.360000,0.721805,0.333333,101,81,67
0.360000,0.729323,0.329412,93,81,73
0.360000,0.736842,0.352941,98,89,72
0.360000,0.827068,0.462745,149,110,78
0.362500,0.225564,0.701961,163,184,189
0.362500,0.233083,0.507843,119,133,135
0.362500,0.406015,0.405882,122,99,74
0.362500,0.413534,0.525490,158,130,91
0.362500,0.421053,0.576470,170,144,103
0.362500,0.428571,0.356863,98,92,67
0.362500,0.744361,0.341177,101,85,63
0.362500,0.751880,0.386275,119,93,67
0.362500,0.759398,0.331372,114,76,50
0.362500,0.819549,0.362745,126,83,52
0.362500,0.834586,0.598040,188,144,103
0.362500,0.842105,0.545098,166,133,92
0.362500,0.849624,0.445098,139,108,71
0.362500,0.857143,0.405882,127,98,66
0.362500,0.872180,0.437254,143,104,67
0.362500,0.879699,0.500000,153,121,90
0.362500,0.887218,0.629412,188,156,110
0.362500,0.894737,0.484313,147,123,66
0.362500,0.977444,0.401961,124,98,64
0.365000,0.240602,0.305882,76,79,82
0.365000,0.766917,0.439216,159,96,68
0.365000,0.774436,0.423529,156,92,64
0.365000,0.781955,0.427451,156,93,65
0.365000,0.789474,0.415686,154,90,62
0.365000,0.796992,0.431373,158,94,66
0.365000,0.804511,0.470588,164,107,73
0.365000,0.812030,0.486275,163,112,80
0.365000,0.864662,0.396078,124,98,59
0.370000,0.225564,0.721569,167,191,194
0.370000,0.233083,0.670588,158,176,177
0.370000,0.240602,0.403922,99,105,107
0.370000,0.248120,0.317647,84,80,81
0.370000,0.406015,0.415686,125,102,79
0.370000,0.413534,0.501961,157,122,80
0.370000,0.421053,0.709804,205,178,137
0.370000,0.751880,0.329412,98,80,72
0.370000,0.759398,0.317647,101,74,64
0.370000,0.766917,0.317647,104,75,54
0.370000,0.774436,0.309804,102,73,53
0.370000,0.781955,0.305882,101,72,52
0.370000,0.804511,0.356863,116,84,59
0.370000,0.812030,0.329412,106,78,56
0.370000,0.819549,0.317647,101,76,54
0.370000,0.834586,0.498039,152,121,90
0.370000,0.842105,0.407843,122,100,76
0.370000,0.857143,0.372549,109,93,68
0.370000,0.864662,0.305882,95,75,50
0.370000,0.872180,0.317647,102,75,54
0.370000,0.879699,0.458824,141,112,78
0.370000,0.887218,0.788235,231,197,142
0.370000,0.894737,0.635294,188,161,97
0.370000,0.977444,0.431373,140,103,69
0.370000,0.984962,0.321569,108,77,42
0.375000,0.879699,0.305882,103,70,50
0.375000,0.894737,0.345098,115,86,28
0.377500,0.233083,0.743137,175,195,195
0.377500,0.240602,0.527451,129,137,138
0.377500,0.248120,0.335294,86,85,85
0.377500,0.413534,0.400000,122,96,77
0.377500,0.421053,0.531372,155,131,105
0.377500,0.834586,0.368627,108,91,69
0.377500,0.857143,0.335294,97,84,58
0.377500,0.864662,0.409804,119,101,80
0.377500,0.872180,0.352942,109,84,71
0.377500,0.887218,0.401960,135,94,58
0.377500,0.977444,0.505883,159,122,86
0.377500,0.984962,0.376471,119,92,56
0.380000,0.398496,0.317647,86,80,70
0.380000,0.406015,0.419608,122,104,85
0.380000,0.428571,0.356863,101,90,72
0.380000,0.436090,0.317647,87,81,68
0.380000,0.827068,0.321569,93,80,60
0.380000,0.842105,0.313725,96,77,57
0.380000,0.849624,0.400000,116,101,74
0.385000,0.233083,0.729412,168,192,198
0.385000,0.240602,0.619608,149,161,165
0.385000,0.248120,0.345098,85,89,90
0.385000,0.398496,0.364706,107,90,71
0.385000,0.406015,0.819608,238,204,160
0.385000,0.413534,0.525490,173,126,74
0.385000,0.421053,0.729412,213,181,139
0.385000,0.428571,0.352941,103,89,63
0.385000,0.879699,0.345098,113,81,56
0.385000,0.887218,0.352941,117,84,47
0.390000,0.233083,0.713725,164,188,194
0.390000,0.240602,0.647059,154,169,172
0.390000,0.248120,0.372549,90,97,97
0.390000,0.255639,0.321569,81,83,79
0.390000,0.398496,0.392157,110,98,81
0.390000,0.406015,0.811765,230,203,168
0.390000,0.413534,0.698039,205,173,135
0.390000,0.421053,0.764706,216,191,160
0.390000,0.428571,0.521569,144,132,110
0.390000,0.879699,0.368627,113,89,69
0.390000,0.887218,0.384314,123,92,60
0.395000,0.233083,0.709804,163,188,193
0.395000,0.406015,0.439216,126,109,87
0.395000,0.413534,0.352941,102,88,68
0.397500,0.240602,0.694118,163,182,184
0.397500,0.248120,0.364706,84,97,95
0.397500,0.255639,0.307843,77,79,79
0.397500,0.398496,0.313725,82,80,71
0.397500,0.421053,0.349019,95,88,76
0.397500,0.428571,0.372549,100,94,83
0.397500,0.827068,0.525490,146,132,112
0.397500,0.834586,0.531372,157,131,102
0.397500,0.842105,0.370588,102,95,74
0.397500,0.887218,0.433333,137,104,72
0.400000,0.390977,0.321569,76,85,82
0.400000,0.436090,0.341176,91,86,80
0.400000,0.789474,0.309804,85,78,66
0.400000,0.796992,0.345098,100,85,74
0.405000,0.240602,0.713725,166,188,189
0.405000,0.248120,0.501961,116,133,130
0.405000,0.789474,0.305882,88,76,63
0.405000,0.796992,0.325490,98,79,65
0.405000,0.804511,0.325490,89,83,71
0.405000,0.827068,0.611765,173,152,131
0.405000,0.834586,0.549020,170,133,98
0.405000,0.887218,0.450980,149,107,69
0.405000,0.894737,0.372549,129,87,48
0.410000,0.240602,0.713725,165,189,192
0.410000,0.248120,0.674510,156,178,180
0.410000,0.255639,0.333333,81,86,94
0.410000,0.789474,0.494118,143,122,98
0.410000,0.796992,0.560784,177,131,114
0.410000,0.804511,0.407843,113,105,76
0.410000,0.827068,0.603922,169,152,122
0.410000,0.834586,0.725490,223,175,138
0.415000,0.240602,0.713725,165,189,193
0.415000,0.804511,0.301961,78,80,61
0.415000,0.827068,0.545098,150,139,111
0.415000,0.834586,0.592157,176,144,118
0.417500,0.248120,0.713725,165,189,193
0.417500,0.255639,0.580392,139,151,159
0.417500,0.789474,0.427451,127,105,79
0.417500,0.796992,0.447059,135,107,89
0.417500,0.842105,0.539216,156,133,112
0.417500,0.902256,0.337255,101,85,53
0.417500,0.947368,0.519608,163,126,82
0.417500,0.954887,0.547059,173,132,88
0.420000,0.781955,0.396078,121,95,82
0.420000,0.849624,0.788235,222,196,174
0.420000,0.857143,0.803922,220,202,185
0.420000,0.864662,0.615686,165,156,145
0.420000,0.932331,0.349020,109,87,43
0.420000,0.939850,0.470588,150,115,70
0.420000,0.962406,0.317647,105,78,37
0.425000,0.248120,0.713725,165,189,193
0.425000,0.255639,0.705882,165,186,190
0.425000,0.263158,0.431373,102,113,119
0.425000,0.781955,0.556863,166,135,117
0.425000,0.789474,0.552941,161,137,107
0.425000,0.796992,0.392157,113,98,76
0.425000,0.902256,0.376471,109,94,75
0.425000,0.932331,0.411765,124,102,67
0.425000,0.939850,0.517647,159,127,88
0.425000,0.947368,0.729412,221,178,136
0.425000,0.954887,0.678431,209,165,121
0.425000,0.962406,0.525490,157,130,95
0.430000,0.947368,0.462745,138,115,85
0.430000,0.954887,0.490196,146,122,88
0.432500,0.255639,0.711765,163,189,191
0.432500,0.263158,0.649020,154,170,174
0.432500,0.270677,0.347059,84,89,95
0.432500,0.781955,0.507843,142,128,102
0.432500,0.789474,0.568627,167,141,106
0.432500,0.796992,0.452941,143,107,84
0.432500,0.804511,0.554902,170,138,87
0.440000,0.263158,0.721569,171,189,193
0.440000,0.270677,0.509804,123,133,136
0.440000,0.781955,0.317647,85,81,73
0.440000,0.789474,0.427451,119,107,95
0.440000,0.796992,0.356863,106,88,71
0.440000,0.804511,0.301961,95,74,49
0.445000,0.263158,0.717647,169,189,193
0.445000,0.270677,0.654902,156,171,173
0.445000,0.278195,0.388235,94,101,104
0.445000,0.789474,0.462745,128,116,104
0.445000,0.796992,0.345098,103,85,68
0.445000,0.932331,0.552941,156,141,101
0.445000,0.939850,0.694118,200,175,128
0.445000,0.947368,0.458824,137,114,77
0.450000,0.263158,0.686275,159,182,184
0.450000,0.774436,0.313725,83,80,75
0.452500,0.270677,0.727451,168,193,191
0.452500,0.278195,0.600000,143,156,157
0.452500,0.789474,0.415686,116,104,92
0.452500,0.804511,0.417647,131,101,70
0.452500,0.902256,0.350980,103,86,69
0.452500,0.909774,0.878431,236,223,197
0.452500,0.917293,0.935294,246,239,212
0.452500,0.924812,0.917647,248,232,202
0.452500,0.932331,0.833333,235,211,159
0.452500,0.939850,0.645098,192,162,103
0.452500,0.947368,0.435294,134,108,65
0.455000,0.285714,0.352941,90,89,94
0.455000,0.796992,0.321569,97,78,62
0.460000,0.270677,0.682353,153,184,181
0.460000,0.278195,0.721569,171,189,189
0.460000,0.285714,0.450980,114,114,119
0.460000,0.293233,0.301961,74,77,82
0.460000,0.781955,0.368627,98,94,86
0.460000,0.789474,0.341176,97,85,74
0.460000,0.804511,0.443137,137,108,75
0.460000,0.909774,0.827451,227,211,172
0.460000,0.917293,0.674510,189,172,126
0.460000,0.924812,0.733333,211,184,141
0.460000,0.932331,0.533333,163,130,92
0.465000,0.278195,0.737255,175,193,196
0.465000,0.285714,0.603922,143,158,163
0.465000,0.293233,0.329412,83,85,81
0.465000,0.300752,0.301961,74,78,76
0.465000,0.781955,0.380392,110,93,87
0.465000,0.789474,0.486275,146,116,106
0.465000,0.796992,0.380392,125,91,58
0.465000,0.804511,0.423529,136,101,73
0.465000,0.909774,0.498039,143,124,102
0.465000,0.917293,0.439216,129,110,82
0.465000,0.924812,0.380392,113,94,70
0.470000,0.278195,0.709804,168,186,189
0.470000,0.781955,0.360784,102,89,83
0.472500,0.285714,0.707843,170,184,189
0.472500,0.293233,0.547059,133,142,140
0.472500,0.789474,0.452941,134,110,90
0.472500,0.796992,0.666667,199,166,113
0.472500,0.804511,0.578431,178,141,99
0.472500,0.909774,0.507843,146,124,110
0.472500,0.917293,0.537255,156,131,115
0.472500,0.924812,0.543137,159,132,115
0.472500,0.932331,0.370588,110,91,71
0.475000,0.300752,0.368627,89,96,97
0.475000,0.812030,0.556863,176,136,87
0.475000,0.819549,0.615686,190,151,101
0.475000,0.827068,0.592157,187,144,92
0.475000,0.834586,0.607843,196,147,90
0.475000,0.842105,0.592157,184,145,93
0.475000,0.849624,0.584314,184,143,91
0.475000,0.857143,0.552941,176,134,86
0.475000,0.864662,0.560784,174,136,99
0.475000,0.872180,0.356863,115,86,58
0.475000,0.902256,0.388235,119,94,74
0.480000,0.285714,0.698039,167,182,187
0.480000,0.293233,0.733333,172,194,193
0.480000,0.300752,0.478431,116,124,126
0.480000,0.789474,0.396078,118,98,76
0.480000,0.796992,0.694118,208,174,114
0.480000,0.804511,0.643137,207,156,94
0.480000,0.842105,0.678431,218,165,95
0.480000,0.849624,0.674510,220,163,92
0.480000,0.857143,0.666667,218,161,94
0.480000,0.864662,0.654902,206,159,105
0.480000,0.872180,0.305882,106,73,33
0.480000,0.909774,0.792157,229,200,144
0.480000,0.917293,0.874510,251,221,156
0.480000,0.924812,0.850980,246,216,149
0.480000,0.932331,0.454902,141,114,57
0.485000,0.857143,0.556863,181,135,73
0.487500,0.293233,0.703921,163,187,185
0.487500,0.300752,0.619608,149,161,163
0.487500,0.308271,0.325490,85,82,87
0.487500,0.315789,0.341177,90,85,86
0.487500,0.789474,0.384314,109,95,80
0.487500,0.796992,0.458824,136,114,80
0.487500,0.804511,0.603922,193,146,89
0.487500,0.864662,0.603921,186,149,93
0.487500,0.909774,0.843137,231,213,180
