x,y,z,r,g,b
-1.000000,0.548872,0.698039,172,183,167
-1.000000,0.556391,0.717647,177,188,171
-1.000000,0.563910,0.560784,137,147,135
-1.000000,0.571429,0.301961,71,80,77
-0.995000,0.563910,0.360784,86,97,86
-0.992500,0.548872,0.729411,180,190,178
-0.992500,0.556391,0.578431,141,152,140
-0.990000,0.541353,0.725490,179,189,177
-0.990000,0.827068,0.423529,127,107,63
-0.990000,0.834586,0.333333,108,83,33
-0.985000,0.533835,0.729412,180,191,176
-0.985000,0.541353,0.721569,178,189,178
-0.985000,0.548872,0.635294,156,166,159
-0.985000,0.781955,0.317647,101,81,28
-0.985000,0.789474,0.352941,109,90,37
-0.985000,0.827068,0.580392,171,146,95
-0.985000,0.834586,0.603922,184,150,96
-0.985000,0.849624,0.313725,99,77,48
-0.980000,0.548872,0.419608,101,110,106
-0.980000,0.819549,0.317647,100,81,34
-0.980000,0.827068,0.431373,135,107,56
-0.980000,0.834586,0.490196,158,119,68
-0.980000,0.842105,0.509804,159,128,68
-0.980000,0.849624,0.341176,107,87,36
-0.977500,0.533835,0.715687,176,187,172
-0.977500,0.541353,0.633333,155,165,156
-0.977500,0.781955,0.425490,134,105,54
-0.977500,0.789474,0.364706,115,92,37
-0.975000,0.526316,0.725490,178,190,175
-0.970000,0.526316,0.709804,174,186,172
-0.970000,0.533835,0.701961,173,183,171
-0.970000,0.541353,0.372549,89,99,90
-0.970000,0.774436,0.423529,133,104,61
-0.970000,0.781955,0.650980,202,160,101
-0.970000,0.789474,0.564706,176,141,77
-0.970000,0.827068,0.313725,101,78,34
-0.965000,0.518797,0.733333,179,193,179
-0.965000,0.526316,0.721569,178,189,177
-0.965000,0.533835,0.525490,128,138,129
-0.965000,0.766917,0.345098,96,88,65
-0.965000,0.774436,0.580392,176,143,97
-0.965000,0.781955,0.643137,206,157,92
-0.965000,0.789474,0.631373,198,157,87
-0.965000,0.796992,0.333333,113,84,18
-0.965000,0.842105,0.301961,89,84,10
-0.960000,0.533835,0.317647,75,84,78
-0.960000,0.766917,0.321569,89,82,65
-0.957500,0.518797,0.719607,175,189,176
-0.957500,0.526316,0.568627,138,149,140
-0.957500,0.774436,0.513726,157,127,83
-0.957500,0.781955,0.621569,199,152,83
-0.957500,0.789474,0.472549,160,115,46
-0.957500,0.796992,0.450980,145,111,51
-0.957500,0.827068,0.452941,144,110,65
-0.957500,0.834586,0.390196,120,101,35
-0.957500,0.842105,0.333333,99,92,13
-0.955000,0.511278,0.733333,179,193,180
-0.950000,0.511278,0.741176,182,194,183
-0.950000,0.518797,0.650980,160,170,161
-0.950000,0.526316,0.317647,75,84,78
-0.950000,0.774436,0.509804,156,125,85
-0.950000,0.781955,0.670588,210,164,101
-0.950000,0.789474,0.701961,219,173,104
-0.950000,0.796992,0.490196,159,121,54
-0.950000,0.827068,0.305882,100,76,30
-0.945000,0.518797,0.474510,117,124,117
-0.945000,0.774436,0.498039,142,125,99
-0.945000,0.781955,0.631373,186,157,114
-0.945000,0.789474,0.560784,168,142,85
-0.945000,0.796992,0.325490,102,85,21
-0.942500,0.503759,0.733333,179,191,183
-0.942500,0.511278,0.682353,167,178,170
-0.940000,0.812030,0.360784,110,92,41
-0.940000,0.819549,0.474510,144,118,77
-0.940000,0.827068,0.352941,109,88,51
-0.935000,0.496241,0.733333,178,192,183
-0.935000,0.503759,0.745098,183,194,186
-0.935000,0.511278,0.509804,123,134,126
-0.935000,0.804511,0.337255,99,89,34
-0.935000,0.812030,0.623529,180,158,110
-0.935000,0.819549,0.725490,213,180,141
-0.935000,0.827068,0.615686,183,152,118
-0.935000,0.834586,0.572549,165,143,108
-0.935000,0.842105,0.384314,116,99,49
-0.935000,0.849624,0.301961,92,79,27
-0.930000,0.496241,0.737255,179,193,184
-0.930000,0.503759,0.701961,172,183,175
-0.930000,0.511278,0.400000,95,106,98
-0.930000,0.804511,0.313725,95,81,37
-0.930000,0.812030,0.686275,199,171,131
-0.930000,0.819549,0.760784,226,187,150
-0.930000,0.827068,0.772549,228,190,152
-0.930000,0.834586,0.729412,212,181,140
-0.930000,0.842105,0.619608,184,153,113
-0.930000,0.849624,0.572549,168,144,99
-0.930000,0.857143,0.407843,123,104,57
-0.922500,0.488722,0.750980,181,197,187
-0.922500,0.496241,0.709804,172,186,177
-0.922500,0.503759,0.478432,114,126,118
-0.922500,0.804511,0.521569,155,130,87
-0.922500,0.812030,0.709804,223,169,130
-0.922500,0.819549,0.758824,233,183,140
-0.922500,0.827068,0.827451,237,207,161
-0.922500,0.834586,0.801961,233,198,159
-0.922500,0.842105,0.768628,225,190,148
-0.922500,0.849624,0.521569,155,130,89
-0.915000,0.488722,0.721569,175,190,180
-0.915000,0.496241,0.603922,145,160,150
-0.915000,0.511278,0.301961,70,81,73
-0.915000,0.796992,0.301961,83,77,57
-0.915000,0.804511,0.670588,199,165,125
-0.915000,0.812030,0.501961,170,116,81
-0.915000,0.819549,0.529412,174,124,86
-0.915000,0.827068,0.419608,137,101,61
-0.915000,0.834586,0.576471,179,139,102
-0.915000,0.842105,0.596078,183,146,100
-0.915000,0.849624,0.470588,143,117,73
-0.910000,0.481203,0.733333,180,191,183
-0.910000,0.488722,0.764706,185,201,191
-0.910000,0.496241,0.439216,103,118,108
-0.910000,0.796992,0.325490,89,83,65
-0.910000,0.804511,0.568627,166,142,101
-0.910000,0.812030,0.345098,107,86,52
-0.910000,0.819549,0.580392,167,145,116
-0.910000,0.827068,0.478431,142,118,86
-0.910000,0.834586,0.627451,180,158,119
-0.910000,0.842105,0.596078,178,148,107
-0.910000,0.849624,0.513725,154,129,85
-0.905000,0.496241,0.317647,72,86,77
-0.905000,0.503759,0.313725,73,84,76
-0.905000,0.842105,0.415686,122,104,71
-0.905000,0.849624,0.435294,129,109,70
-0.905000,0.857143,0.392157,118,99,55
-0.902500,0.481203,0.733333,180,191,183
-0.902500,0.488722,0.543137,129,144,135
-0.902500,0.796992,0.400000,109,103,78
-0.902500,0.804511,0.672549,214,160,118
-0.902500,0.834586,0.370588,107,93,68
-0.900000,0.473684,0.737255,181,192,184
-0.900000,0.827068,0.329412,111,72,74
-0.895000,0.473684,0.772549,190,201,195
-0.895000,0.481203,0.658824,161,172,166
-0.895000,0.804511,0.521569,154,129,100
-0.895000,0.812030,0.607843,182,152,100
-0.895000,0.819549,0.701961,209,177,108
-0.895000,0.827068,0.537255,171,133,65
-0.895000,0.834586,0.501961,162,123,68
-0.887500,0.466165,0.737255,181,192,185
-0.887500,0.473684,0.717647,175,187,180
-0.887500,0.481203,0.450980,108,119,113
-0.880000,0.458647,0.733333,180,191,185
-0.880000,0.466165,0.721569,177,188,182
-0.880000,0.473684,0.478431,115,126,120
-0.875000,0.451128,0.741176,182,193,187
-0.875000,0.458647,0.764706,189,199,193
-0.875000,0.466165,0.603922,147,158,152
-0.875000,0.744361,0.439216,124,110,91
-0.875000,0.751880,0.447059,129,111,88
-0.870000,0.466165,0.364706,86,97,94
-0.867500,0.451128,0.735294,177,192,186
-0.867500,0.458647,0.625490,151,164,158
-0.867500,0.744361,0.529411,158,130,100
-0.867500,0.751880,0.668628,193,165,140
-0.865000,0.443609,0.752941,184,197,190
-0.865000,0.736842,0.309804,83,79,65
-0.865000,0.819549,0.368627,109,91,67
-0.865000,0.827068,0.701961,197,175,149
-0.865000,0.834586,0.400000,123,97,69
-0.865000,0.842105,0.447059,134,111,77
-0.865000,0.849624,0.623529,178,157,117
-0.865000,0.857143,0.490196,142,125,77
-0.865000,0.909774,0.517647,145,133,96
-0.860000,0.436090,0.717647,175,188,180
-0.860000,0.443609,0.737255,180,193,186
-0.860000,0.451128,0.682353,164,179,176
-0.860000,0.458647,0.305882,69,82,80
-0.860000,0.744361,0.407843,118,103,72
-0.860000,0.751880,0.537255,155,134,107
-0.860000,0.766917,0.313725,90,79,56
-0.860000,0.812030,0.305882,91,76,55
-0.860000,0.819549,0.576471,168,143,114
-0.860000,0.827068,0.886275,251,221,186
-0.860000,0.834586,0.486275,151,118,84
-0.860000,0.842105,0.682353,202,169,130
-0.860000,0.849624,0.898039,247,228,188
-0.860000,0.857143,0.647059,190,160,122
-0.860000,0.872180,0.360784,114,88,58
-0.855000,0.436090,0.745098,182,195,188
-0.855000,0.443609,0.737255,180,193,186
-0.855000,0.451128,0.427451,99,113,115
-0.855000,0.751880,0.372549,108,93,73
-0.855000,0.812030,0.301961,96,73,48
-0.855000,0.819549,0.486275,151,118,83
-0.855000,0.827068,0.803922,234,199,163
-0.855000,0.849624,0.854902,248,212,172
-0.855000,0.857143,0.694118,205,170,136
-0.855000,0.864662,0.360784,119,86,56
-0.855000,0.872180,0.592157,177,145,114
-0.855000,0.879699,0.407843,126,101,58
-0.847500,0.428571,0.741176,181,193,187
-0.847500,0.436090,0.741176,182,193,188
-0.847500,0.443609,0.476471,114,125,121
-0.847500,0.804511,0.364706,106,91,67
-0.847500,0.812030,0.470589,142,115,85
-0.847500,0.819549,0.692157,205,170,130
-0.847500,0.857143,0.737255,217,182,146
-0.847500,0.864662,0.403921,130,98,52
-0.847500,0.872180,0.576470,171,145,91
-0.847500,0.879699,0.331372,100,86,35
-0.840000,0.421053,0.729412,178,190,184
-0.840000,0.428571,0.749020,184,195,191
-0.840000,0.436090,0.525490,128,136,136
-0.840000,0.804511,0.407843,112,103,86
-0.840000,0.812030,0.435294,128,107,87
-0.840000,0.819549,0.639216,189,159,113
-0.840000,0.849624,0.870588,246,217,184
-0.840000,0.857143,0.705882,208,174,138
-0.840000,0.864662,0.313725,103,80,21
-0.840000,0.872180,0.352941,106,94,29
-0.835000,0.436090,0.325490,77,85,85
-0.835000,0.804511,0.349020,93,90,77
-0.835000,0.812030,0.352941,104,87,68
-0.835000,0.849624,0.764706,225,188,156
-0.835000,0.864662,0.345098,104,91,33
-0.832500,0.421053,0.756863,185,198,191
-0.832500,0.428571,0.566667,137,148,144
-0.832500,0.819549,0.656862,197,163,111
-0.832500,0.827068,0.835294,250,211,126
-0.832500,0.842105,0.627451,194,153,106
-0.832500,0.857143,0.492157,147,123,81
-0.830000,0.413534,0.725490,176,191,182
-0.830000,0.834586,0.764706,243,189,101
-0.825000,0.413534,0.768627,186,202,192
-0.825000,0.421053,0.647059,157,170,163
-0.825000,0.428571,0.329412,77,88,84
-0.825000,0.812030,0.337255,98,83,70
-0.825000,0.819549,0.576471,173,142,102
-0.825000,0.827068,0.627451,197,156,82
-0.825000,0.834586,0.752941,234,187,111
-0.825000,0.842105,0.690196,207,172,113
-0.825000,0.849624,0.415686,129,104,53
-0.825000,0.857143,0.309804,92,83,24
-0.820000,0.406015,0.745098,182,194,190
-0.820000,0.413534,0.745098,181,195,187
-0.820000,0.421053,0.474510,113,125,119
-0.820000,0.819549,0.400000,122,99,69
-0.820000,0.827068,0.356863,116,89,38
-0.820000,0.834586,0.313725,108,77,23
-0.815000,0.421053,0.321569,76,85,82
-0.812500,0.398496,0.733333,179,191,187
-0.812500,0.406015,0.743137,181,193,189
-0.812500,0.413534,0.498039,120,130,126
-0.805000,0.390977,0.705882,172,184,180
-0.805000,0.398496,0.772549,189,201,197
-0.805000,0.406015,0.505882,121,133,129
-0.805000,0.413534,0.301961,71,80,77
-0.800000,0.406015,0.329412,77,88,85
-0.797500,0.390977,0.768628,187,200,195
-0.797500,0.398496,0.554902,133,145,141
-0.795000,0.383459,0.717647,175,187,183
-0.790000,0.375940,0.729412,176,191,185
-0.790000,0.383459,0.756863,185,197,193
-0.790000,0.390977,0.654902,160,171,167
-0.790000,0.398496,0.329412,79,86,84
-0.790000,0.406015,0.305882,74,80,78
-0.790000,0.827068,0.458824,131,115,92
-0.790000,0.834586,0.352941,106,88,61
-0.790000,0.842105,0.529412,170,130,70
-0.790000,0.849624,0.576471,181,148,50
-0.790000,0.857143,0.313725,104,79,19
-0.785000,0.375940,0.721569,174,189,184
-0.785000,0.383459,0.717647,175,187,183
-0.785000,0.390977,0.415686,99,110,106
-0.785000,0.789474,0.301961,83,76,67
-0.785000,0.796992,0.325490,90,81,72
-0.785000,0.812030,0.337255,103,81,64
-0.785000,0.827068,0.341176,110,82,53
-0.785000,0.834586,0.352941,114,85,54
-0.785000,0.842105,0.568627,181,147,41
-0.785000,0.849624,0.768627,235,201,67
-0.785000,0.857143,0.325490,110,83,8
-0.785000,0.864662,0.513725,142,134,84
-0.785000,0.872180,0.921569,248,234,203
-0.785000,0.879699,0.752941,212,187,166
-0.785000,0.887218,0.584314,167,147,114
-0.780000,0.812030,0.541176,164,132,98
-0.780000,0.819549,0.541176,166,132,98
-0.780000,0.827068,0.552941,170,134,99
-0.780000,0.834586,0.521569,164,126,90
-0.780000,0.857143,0.419608,135,105,48
-0.780000,0.864662,0.423529,120,110,63
-0.780000,0.872180,0.729412,202,185,151
-0.780000,0.879699,0.490196,148,119,95
-0.780000,0.887218,0.411765,126,102,66
-0.777500,0.368421,0.733333,176,192,188
-0.777500,0.375940,0.752941,182,197,192
-0.777500,0.383459,0.478431,114,126,122
-0.777500,0.796992,0.482353,137,120,99
-0.777500,0.804511,0.513726,157,125,87
-0.777500,0.849624,0.498040,163,125,43
-0.770000,0.360902,0.741176,179,194,191
-0.770000,0.368421,0.745098,180,195,191
-0.770000,0.375940,0.501961,118,133,128
-0.770000,0.383459,0.305882,70,82,78
-0.770000,0.796992,0.509804,149,126,97
-0.770000,0.804511,0.552941,166,139,85
-0.770000,0.842105,0.478431,151,118,68
-0.770000,0.849624,0.478431,153,123,34
-0.770000,0.857143,0.411765,124,104,57
-0.765000,0.360902,0.733333,177,192,187
-0.765000,0.368421,0.662745,163,173,168
-0.765000,0.375940,0.349020,86,91,87
-0.765000,0.789474,0.325490,94,81,61
-0.765000,0.796992,0.537255,160,133,100
-0.765000,0.804511,0.505882,154,126,78
-0.765000,0.812030,0.494118,150,124,76
-0.765000,0.819549,0.490196,147,123,77
-0.765000,0.827068,0.474510,142,120,74
-0.765000,0.834586,0.478431,141,121,77
-0.765000,0.842105,0.466667,143,114,79
-0.765000,0.849624,0.454902,137,113,73
-0.765000,0.857143,0.380392,113,97,53
-0.760000,0.789474,0.345098,100,87,65
-0.760000,0.796992,0.407843,125,101,68
-0.760000,0.804511,0.458824,136,115,78
-0.760000,0.812030,0.525490,152,132,96
-0.760000,0.819549,0.341176,104,85,51
-0.760000,0.834586,0.305882,93,77,45
-0.757500,0.353383,0.737255,180,192,189
-0.757500,0.360902,0.692157,168,180,177
-0.757500,0.368421,0.415686,100,109,104
-0.750000,0.345865,0.749020,181,195,195
-0.750000,0.353383,0.729412,179,190,187
-0.750000,0.360902,0.494118,121,128,125
-0.742500,0.338346,0.749020,179,196,195
-0.742500,0.345865,0.749020,181,195,193
-0.742500,0.353383,0.600000,146,156,153
-0.742500,0.360902,0.311765,75,81,77
-0.740000,0.330827,0.749020,178,197,195
-0.740000,0.796992,0.333333,104,82,48
-0.735000,0.323308,0.737255,173,194,193
-0.735000,0.330827,0.749020,180,195,195
-0.735000,0.338346,0.717647,174,187,187
-0.735000,0.345865,0.552941,133,145,141
-0.735000,0.353383,0.352941,83,93,89
-0.735000,0.796992,0.458824,136,114,81
-0.735000,0.804511,0.635294,191,157,115
-0.735000,0.812030,0.545098,166,134,94
-0.735000,0.819549,0.427451,135,104,67
-0.735000,0.827068,0.356863,115,87,52
-0.735000,0.834586,0.337255,108,82,46
-0.730000,0.308271,0.713725,169,187,187
-0.730000,0.315789,0.780392,187,204,204
-0.730000,0.323308,0.729412,174,191,191
-0.730000,0.330827,0.627451,151,164,164
-0.730000,0.338346,0.474510,113,124,124
-0.730000,0.796992,0.478431,138,120,90
-0.730000,0.804511,0.615686,191,151,99
-0.730000,0.812030,0.607843,190,149,98
-0.730000,0.819549,0.588235,184,144,93
-0.730000,0.827068,0.560784,176,137,87
-0.730000,0.834586,0.556863,176,136,86
-0.730000,0.842105,0.372549,113,90,70
-0.725000,0.323308,0.490196,117,128,130
-0.725000,0.330827,0.388235,92,102,104
-0.722500,0.300752,0.743137,175,196,194
-0.722500,0.308271,0.713725,170,186,186
-0.722500,0.315789,0.513726,122,134,136
-0.722500,0.796992,0.401961,112,102,79
-0.722500,0.804511,0.515686,153,127,96
-0.722500,0.812030,0.492157,149,120,87
-0.722500,0.819549,0.513726,156,126,91
-0.722500,0.827068,0.505882,155,123,88
-0.722500,0.834586,0.519607,160,126,90
-0.720000,0.293233,0.745098,173,198,195
-0.715000,0.293233,0.725490,170,192,190
-0.715000,0.300752,0.717647,170,189,188
-0.715000,0.308271,0.380392,86,101,101
-0.715000,0.819549,0.329412,96,80,73
-0.715000,0.827068,0.333333,107,79,62
-0.715000,0.834586,0.462745,139,113,93
-0.715000,0.842105,0.498039,151,122,93
-0.715000,0.849624,0.341176,107,82,62
-0.707500,0.285714,0.743137,175,195,196
-0.707500,0.293233,0.731372,174,191,191
-0.707500,0.300752,0.431373,100,114,115
-0.707500,0.819549,0.413725,119,102,83
-0.707500,0.827068,0.684314,204,168,127
-0.707500,0.834586,0.666667,196,166,120
-0.707500,0.842105,0.707844,224,170,117
-0.707500,0.849624,0.484313,161,113,74
-0.707500,0.864662,0.441176,136,106,85
-0.705000,0.278195,0.749020,176,197,198
-0.705000,0.857143,0.360784,117,85,64
-0.700000,0.270677,0.725490,171,191,192
-0.700000,0.278195,0.772549,183,203,204
-0.700000,0.285714,0.694118,164,182,184
-0.700000,0.293233,0.388235,90,103,105
-0.700000,0.308271,0.309804,72,82,84
-0.700000,0.819549,0.498039,143,123,103
-0.700000,0.827068,0.831373,244,205,162
-0.700000,0.834586,0.513725,160,126,85
-0.700000,0.842105,0.650980,212,154,103
-0.700000,0.849624,0.474510,167,109,64
-0.700000,0.857143,0.623529,195,149,117
-0.700000,0.864662,0.701961,219,168,132
-0.700000,0.872180,0.333333,96,82,69
-0.695000,0.270677,0.760784,180,199,201
-0.695000,0.278195,0.717647,170,188,190
-0.695000,0.285714,0.435294,99,115,118
-0.695000,0.819549,0.568627,162,142,114
-0.695000,0.827068,0.756863,227,186,143
-0.695000,0.834586,0.682353,205,167,133
-0.695000,0.842105,0.721569,224,174,130
-0.695000,0.849624,0.443137,159,101,56
-0.695000,0.857143,0.537255,178,125,87
-0.695000,0.864662,0.607843,199,143,102
-0.690000,0.812030,0.329412,88,87,60
-0.690000,0.857143,0.364706,134,81,44
-0.690000,0.864662,0.376471,139,85,44
-0.687500,0.263158,0.754902,178,198,201
-0.687500,0.270677,0.686275,165,178,182
-0.687500,0.278195,0.400000,95,104,108
-0.687500,0.819549,0.574510,169,143,107
-0.687500,0.827068,0.525490,166,126,86
-0.687500,0.834586,0.519608,163,124,92
-0.687500,0.842105,0.590196,189,140,100
-0.687500,0.849624,0.445098,151,103,64
-0.685000,0.255639,0.752941,172,200,203
-0.680000,0.255639,0.760784,176,201,203
-0.680000,0.263158,0.752941,180,196,200
-0.680000,0.270677,0.423529,103,110,115
-0.680000,0.804511,0.341176,119,77,51
-0.680000,0.812030,0.388235,137,88,54
-0.680000,0.819549,0.435294,154,100,58
-0.680000,0.827068,0.400000,147,90,44
-0.680000,0.834586,0.513725,173,120,74
-0.680000,0.842105,0.470588,154,112,71
-0.680000,0.849624,0.337255,113,80,45
-0.675000,0.248120,0.752941,175,199,201
-0.675000,0.255639,0.749020,177,196,198
-0.675000,0.263158,0.560784,134,146,148
-0.675000,0.270677,0.329412,80,85,88
-0.675000,0.804511,0.356863,116,83,67
-0.675000,0.819549,0.396078,138,92,54
-0.675000,0.827068,0.423529,147,99,53
-0.675000,0.834586,0.411765,141,97,48
-0.675000,0.842105,0.411765,137,99,56
-0.670000,0.263158,0.356863,85,93,96
-0.667500,0.240602,0.752941,175,199,201
-0.667500,0.248120,0.752941,175,199,201
-0.667500,0.255639,0.523530,124,137,138
-0.667500,0.812030,0.307843,88,77,58
-0.667500,0.819549,0.774510,219,194,160
-0.667500,0.827068,0.801961,233,200,153
-0.667500,0.834586,0.766667,225,191,141
-0.667500,0.842105,0.729412,228,176,128
-0.667500,0.849624,0.523530,177,121,80
-0.667500,0.857143,0.482353,167,109,77
-0.667500,0.864662,0.447059,151,103,69
-0.667500,0.872180,0.458824,147,110,71
-0.665000,0.270677,0.309804,78,79,80
-0.665000,0.879699,0.329412,104,82,45
-0.660000,0.233083,0.741176,172,196,199
-0.660000,0.240602,0.749020,178,196,196
-0.660000,0.248120,0.431373,102,113,113
-0.660000,0.255639,0.309804,76,80,79
-0.660000,0.263158,0.309804,76,80,79
-0.660000,0.812030,0.415686,116,106,79
-0.660000,0.819549,0.823529,229,209,168
-0.660000,0.827068,0.815686,234,205,157
-0.660000,0.834586,0.725490,217,179,134
-0.660000,0.842105,0.733333,219,184,121
-0.660000,0.849624,0.458824,153,109,65
-0.660000,0.864662,0.576471,184,139,94
-0.660000,0.872180,0.592157,181,143,113
-0.660000,0.879699,0.301961,103,71,40
-0.660000,0.887218,0.301961,101,72,42
-0.655000,0.248120,0.341176,81,90,90
-0.655000,0.819549,0.305882,83,78,63
-0.655000,0.849624,0.564706,183,134,91
-0.652500,0.233083,0.754902,177,198,199
-0.652500,0.240602,0.545098,129,143,142
-0.652500,0.255639,0.309804,76,80,79
-0.652500,0.834586,0.374510,113,91,70
-0.652500,0.842105,0.741176,224,183,124
-0.652500,0.864662,0.641176,201,154,112
-0.652500,0.872180,0.603922,179,147,123
-0.650000,0.225564,0.749020,173,198,201
-0.650000,0.857143,0.474510,168,108,68
-0.645000,0.225564,0.745098,172,197,197
-0.645000,0.233083,0.682353,161,179,178
-0.645000,0.240602,0.333333,81,87,86
-0.645000,0.248120,0.317647,83,80,79
-0.645000,0.834586,0.380392,117,92,74
-0.645000,0.842105,0.682353,216,164,114
-0.645000,0.849624,0.454902,165,102,63
-0.645000,0.857143,0.490196,177,109,70
-0.645000,0.864662,0.462745,157,107,68
-0.645000,0.872180,0.380392,116,92,76
-0.640000,0.225564,0.768627,179,204,203
-0.640000,0.233083,0.533333,124,141,138
-0.640000,0.240602,0.313725,78,81,80
-0.640000,0.834586,0.333333,113,78,49
-0.640000,0.842105,0.572549,190,135,88
-0.640000,0.849624,0.478431,175,106,69
-0.640000,0.857143,0.450980,171,98,58
-0.640000,0.864662,0.419608,147,96,57
-0.635000,0.827068,0.419608,164,89,49
-0.635000,0.834586,0.400000,159,85,44
-0.635000,0.842105,0.419608,155,92,60
-0.635000,0.849624,0.388235,158,80,43
-0.635000,0.857143,0.400000,164,82,43
-0.632500,0.225564,0.735294,173,193,195
-0.632500,0.233083,0.396078,93,104,105
-0.632500,0.240602,0.319608,79,82,81
-0.632500,0.864662,0.374510,133,84,58
-0.630000,0.872180,0.396078,122,97,69
-0.630000,0.879699,0.639216,183,160,124
-0.630000,0.887218,0.717647,203,179,150
-0.630000,0.894737,0.607843,172,150,132
-0.630000,0.902256,0.396078,116,98,80
-0.625000,0.218045,0.741176,171,196,200
-0.625000,0.225564,0.713725,168,188,190
-0.625000,0.233083,0.368627,86,97,98
-0.625000,0.240602,0.313725,79,81,80
-0.625000,0.872180,0.364706,115,92,40
-0.625000,0.879699,0.803922,241,198,144
-0.625000,0.887218,0.776471,232,191,148
-0.625000,0.894737,0.556863,166,137,109
-0.620000,0.218045,0.745098,171,197,201
-0.620000,0.225564,0.705882,166,185,187
-0.620000,0.233083,0.352941,82,94,94
-0.620000,0.240602,0.317647,80,82,81
-0.620000,0.872180,0.349020,111,88,38
-0.620000,0.879699,0.682353,200,169,129
-0.620000,0.887218,0.443137,131,109,83
-0.620000,0.894737,0.313725,87,80,63
-0.612500,0.218045,0.750980,172,198,202
-0.612500,0.225564,0.692157,163,181,183
-0.612500,0.233083,0.349019,82,92,91
-0.612500,0.781955,0.490196,142,122,96
-0.612500,0.789474,0.600000,180,147,108
-0.612500,0.796992,0.560784,169,138,98
-0.612500,0.804511,0.558823,158,138,120
-0.612500,0.812030,0.590196,166,146,130
-0.612500,0.819549,0.580392,163,143,131
-0.612500,0.827068,0.611765,171,151,138
-0.612500,0.834586,0.607843,170,151,136
-0.612500,0.842105,0.623529,172,156,137
-0.612500,0.849624,0.627451,174,157,137
-0.612500,0.857143,0.635294,179,158,135
-0.612500,0.864662,0.611765,172,152,128
-0.612500,0.872180,0.443137,132,109,82
-0.612500,0.879699,0.431372,120,108,89
-0.610000,0.774436,0.325490,92,82,66
-0.605000,0.218045,0.756863,175,199,206
-0.605000,0.225564,0.682353,163,178,180
-0.605000,0.233083,0.352941,86,92,89
-0.605000,0.774436,0.313725,89,78,63
-0.605000,0.781955,0.690196,196,173,141
-0.605000,0.789474,0.862745,253,214,164
-0.605000,0.796992,0.815686,251,200,136
-0.605000,0.857143,0.898039,245,228,190
-0.605000,0.864662,0.796078,218,201,173
-0.605000,0.872180,0.600000,168,149,133
-0.597500,0.218045,0.770588,181,202,210
-0.597500,0.225564,0.609804,147,159,161
-0.597500,0.233083,0.325490,80,84,82
-0.597500,0.781955,0.505882,140,128,106
-0.597500,0.789474,0.615686,178,154,119
-0.597500,0.796992,0.680392,201,169,125
-0.597500,0.804511,0.678432,209,166,113
-0.597500,0.849624,0.792157,238,195,145
-0.597500,0.857143,0.535294,162,131,93
-0.597500,0.864662,0.354902,106,87,61
-0.590000,0.210526,0.752941,173,199,204
-0.590000,0.218045,0.737255,174,192,200
-0.590000,0.225564,0.431373,103,112,115
-0.590000,0.233083,0.309804,78,79,78
-0.590000,0.796992,0.462745,132,116,93
-0.590000,0.804511,0.647059,207,155,102
-0.590000,0.812030,0.800000,246,196,135
-0.590000,0.827068,0.647059,207,158,91
-0.590000,0.834586,0.760784,236,186,124
-0.590000,0.842105,0.619608,205,150,78
-0.590000,0.849624,0.760784,234,186,127
-0.590000,0.857143,0.478431,149,117,75
-0.585000,0.210526,0.745098,171,197,200
-0.585000,0.218045,0.686275,161,180,185
-0.585000,0.225564,0.349020,83,91,94
-0.585000,0.233083,0.301961,76,77,77
-0.585000,0.796992,0.458824,124,117,102
-0.585000,0.804511,0.639216,200,155,110
-0.585000,0.812030,0.764706,232,189,132
-0.585000,0.819549,0.686275,210,170,110
-0.585000,0.827068,0.662745,206,162,105
-0.585000,0.834586,0.764706,233,188,133
-0.585000,0.842105,0.576471,185,141,77
-0.585000,0.849624,0.733333,222,181,126
-0.585000,0.857143,0.454902,143,112,69
-0.580000,0.225564,0.321569,75,85,84
-0.580000,0.796992,0.309804,75,82,72
-0.580000,0.804511,0.333333,101,82,62
-0.580000,0.857143,0.525490,156,131,92
-0.577500,0.203008,0.733333,168,194,196
-0.577500,0.210526,0.754902,177,199,198
-0.577500,0.218045,0.519608,120,138,134
-0.577500,0.812030,0.376471,103,97,71
-0.577500,0.819549,0.398040,112,100,79
-0.577500,0.827068,0.427451,128,103,86
-0.577500,0.834586,0.509804,156,124,86
-0.577500,0.842105,0.435294,132,105,82
-0.577500,0.849624,0.417647,137,98,70
-0.570000,0.195489,0.749020,171,199,202
-0.570000,0.203008,0.760784,179,200,203
-0.570000,0.210526,0.588235,140,154,156
-0.570000,0.218045,0.349020,82,92,91
-0.570000,0.225564,0.305882,76,79,80
-0.570000,0.827068,0.368627,121,86,62
-0.570000,0.834586,0.717647,226,175,112
-0.570000,0.842105,0.792157,246,197,115
-0.570000,0.849624,0.760784,245,184,114
-0.570000,0.857143,0.450980,154,107,50
-0.565000,0.210526,0.376471,90,98,102
-0.565000,0.864662,0.372549,115,93,52
-0.562500,0.195489,0.749020,174,197,201
-0.562500,0.203008,0.576470,137,150,156
-0.562500,0.218045,0.309803,76,79,80
-0.562500,0.827068,0.409804,131,97,73
-0.562500,0.834586,0.807844,249,199,125
-0.562500,0.842105,0.803921,243,202,117
-0.562500,0.849624,0.737255,231,180,112
-0.562500,0.857143,0.478431,159,114,63
-0.560000,0.187970,0.737255,168,196,200
